county,vendor_name,instructor_names,email,phone,website_url,booking_capability,city,state,address,price_16hr_day1,price_16hr_day2,price_16hr_full,price_8hr_renewal,price_8hr_initial,price_add_a_gun,vendor_description,crawl_status,enrichment_confidence,confidence_notes,logo_path,instructor_image_paths,training_image_paths,enriched_at
orange,Cal-Patriot Defense,,,949-295-8122,https://www.calpatriotdefense.com,inquiry_only,Costa Mesa,CA,"777 W. 19th St, #C, Costa Mesa, CA 92627",,,299,199,,,"Cal-Patriot Defense is an Orange County and Riverside County Sheriff-authorized CCW training provider led by a former police SWAT sniper with extensive instructor certifications. They offer concealed carry training for California, Arizona, Utah, Maryland, and Florida licenses, along with home defense and basic pistol classes. The company provides both group and private CCW classes and operates by appointment only.",success,medium,"Clear pricing for initial and renewal CCW courses, good vendor description, but booking appears to be inquiry-only through contact form rather than direct scheduling. No separate day pricing or add-a-gun fees found.",,,,2026-04-13T20:06:39+00:00
orange,"Safe Insight, LLC",,,877-217-7233,https://www.safeinsight.net,inquiry_only,Cypress,CA,,,,99,,,,"Safe Insight offers sheriff-approved online CCW training that allows students to complete sections at their own pace without spending weekends in classroom settings. The company provides training with secrets from retired law enforcement, one-on-one qualification sessions, and up to one hour of private instruction. They serve multiple California counties including Los Angeles, Orange, Ventura, and Sacramento counties with a money-back guarantee.",success,medium,"Found $99 fee for online training but unclear if this covers full 16-hour requirement or just the online portion. Qualification fees are separate and variable ($75-150). No clear address found, only Cypress, CA location mentioned.",orange/safeinsight-net/logo.png,,,2026-04-13T20:06:39+00:00
orange,EliteCCW Firearms Training,,,714-600-3120,https://www.eliteccw.com,inquiry_only,Fountain Valley,CA,"18183 Euclid St, Fountain Valley, CA 92708",,,400,,,,"EliteCCW Firearms Training is the premiere training provider in Southern California, founded by a former Orange County Sheriff CCW Supervisor. They offer comprehensive CCW training for multiple jurisdictions including Orange County, Los Angeles, San Diego, Arizona, Utah and Florida. Their Fountain Valley facility features state-of-the-art simulator training, an indoor shooting range with computerized targeting, and a fully stocked pro shop.",success,medium,"Clear address and full course pricing found, good vendor description available, but individual day pricing not specified and booking appears to require inquiry rather than direct online booking",orange/eliteccw-com/logo.png,,orange/eliteccw-com/training_1.jpeg|orange/eliteccw-com/training_2.jpeg|orange/eliteccw-com/training_3.jpeg,2026-04-13T20:06:39+00:00
orange,MagnaProducts,,,909-798-9211,https://www.magnaproducts.net,inquiry_only,Fullerton,CA,,,,,,,,"MAGNA Products is a full-service gunsmithing shop that positions itself as the premium Southern California gun safety training provider. They offer NRA certification classes, CCW classes, and casual use safety training. The company operates as a one-stop training facility combining gunsmithing services with firearms education.",success,low,"Website only shows basic company description and contact form. No pricing, course details, or specific booking information found. Only has general mention of CCW classes without specifics.",orange/magnaproducts-net/logo.jpg,,,2026-04-13T20:06:39+00:00
orange,"Tap Rack Bang, LLC",,,949-566-7263,https://www.trbtraining.com,direct_booking,Fullerton,CA,,,,300,300,,,"Tap Rack Bang, LLC is a professional firearms training company that serves as the full-time occupation of its instructors, with over 30+ combined years of experience training US Marines, law enforcement, and civilians. They offer California CCW training courses, advanced CCW classes, fundamental and fighting rifle series, pistol training, and private instruction sessions. The company emphasizes practical defensive skills and real-world application, providing both group classes and personalized one-on-one training with professional instructors.",success,medium,"Found clear booking capability and pricing for 2-day CCW ($300-450 range, using lower) and 8hr renewal ($300). Could not find specific address, day-by-day pricing breakdown, or add-a-gun fees. Price range suggests there may be different tiers or options for the full course.",orange/trbtraining-com/logo.png,orange/trbtraining-com/instructor_1.jpg,orange/trbtraining-com/training_1.png|orange/trbtraining-com/training_2.png|orange/trbtraining-com/training_3.png,2026-04-13T20:06:39+00:00
orange,The CCW School,,,562-645-3494,https://www.theccwschool.com,inquiry_only,Fullerton,CA,,,,300,200,,,"The CCW School provides online and in-person CCW training courses approved for all cities in Orange County, select Los Angeles County agencies, and San Diego County. They offer conveniently scheduled courses with flexible program options, focusing on safe firearm handling, marksmanship, tactical considerations, and applicable penal codes. The school emphasizes easy-to-understand training with no additional range fees and also provides multi-state permit options for Florida and Arizona.",success,high,Clear pricing structure and comprehensive service description found. Booking appears to require email/phone contact rather than direct online booking.,,,orange/theccwschool-com/training_2.png|orange/theccwschool-com/training_3.png,2026-04-13T20:06:39+00:00
orange,Sentri Institute Inc.,,,949-591-9747,https://www.sentriinstitute.com,,Garden Grove,CA,,,,,,,,,failed,,,,,,2026-04-13T20:06:39+00:00
orange,Basic Gun Safety,,,714-864-0203,https://www.basicgunsafety.com,inquiry_only,Garden Grove,CA,"13252 Garden Grove Blvd, Garden Grove, CA 92843",,,,,,,"Basic Gun Safety is operated by Roger Harvey, a POST Firearms Instructor, NRA Training Counselor, and coach of the U.S. Military Pentathlon Team who has trained numerous World Champions. The training facility features a $30,000 LaserShot Simulator with hundreds of professionally-acted CCW scenarios for realistic training in a controlled environment. They offer CCW courses for Orange and LA County residents, along with advanced firearms training, competitive coaching, and specialized simulator training sessions.",success,medium,"Strong vendor description and address found, but no specific pricing for CCW courses listed despite extensive website content. Booking appears to be phone/email only.",,,,2026-04-13T20:06:39+00:00
orange,Concealed Coalition,,,800-805-2238,https://www.concealedcoalition.com,direct_booking,Huntington Beach,CA,,,,,,,,"Concealed Coalition is a nationwide online and local firearms training company that has trained over 1,000,000 students. They offer both online video courses and in-person concealed carry classes taught by certified instructors, focusing on emotional, entertaining, and informative hands-on training experiences. The company operates through a network of first-class certified trainers, classroom partnerships with national brands, and an extensive gun range alliance to provide comprehensive CCW certification training.",success,low,"While vendor description and booking capability are clear, no specific pricing information was found for any course types. The site shows class schedules but requires registration to view pricing details.",,orange/concealedcoalition-com/instructor_1.jpg|orange/concealedcoalition-com/instructor_2.jpg|orange/concealedcoalition-com/instructor_3.jpg,orange/concealedcoalition-com/training_1.jpg,2026-04-13T20:06:39+00:00
orange,Defensive Training OC,,,714-854-3440,https://www.dt-oc.com,direct_booking,Huntington Beach,CA,,,,,,,,"Defensive Training Orange County provides official OCSD-approved CCW training with a hybrid format that allows students to complete the classroom portion 100% online at their own pace. They offer 16-hour initial CCW courses and 8-hour renewal courses, with flexible weekday and weekend scheduling for the required in-person range portion. The company also provides tactical training through shoot nights covering skills like low-light shooting, moving targets, and shooting from concealment.",success,low,"Clear booking capability and good vendor description, but no pricing information found for any CCW courses despite detailed course descriptions. Only pricing shown is for tactical shoot nights at $90.",orange/dt-oc-com/logo.png,,orange/dt-oc-com/training_1.png|orange/dt-oc-com/training_2.jpg|orange/dt-oc-com/training_3.png,2026-04-13T20:06:39+00:00
orange,Hansen Firearms Training,,,949-573-4099,https://www.californiagunpermit.com,direct_booking,Garden Grove,CA,,,,275,,,0,"Hansen Firearms Training is Southern California's top rated firearms training company for concealed firearm permits, offering public and private CCW classes officially approved by Orange, San Diego, and Los Angeles Counties. They provide both in-person and online blended learning options, include range fees and targets in their pricing, and allow qualification of unlimited handguns with the first 3 guns included at no extra cost.",success,medium,"Found clear booking capability and some pricing info, but specific day-by-day pricing for 16hr course and renewal pricing not explicitly stated. Address mentions Garden Grove and Long Beach locations but no specific street address provided.",,,orange/californiagunpermit-com/training_1.png|orange/californiagunpermit-com/training_3.png,2026-04-13T20:06:39+00:00
orange,Hot Rods & Handguns,,,714-766-7400,https://www.hotrodsandhandguns.com,unclear,Huntington Beach,CA,,,,,,,,"Hot Rods & Handguns is a members-only shooting and social club in Huntington Beach featuring a 40,000 sq ft facility with a two-story indoor shooting range, sports bar, outdoor deck, casual dining, classic car showroom, and pro shop. The venue caters to both car and firearm enthusiasts, offering a unique combination of shooting sports and automotive culture in a state-of-the-art environment.",success,low,"No CCW training courses, pricing, or booking information found. This appears to be a shooting range/social club rather than a CCW training provider.",orange/hotrodsandhandguns-com/logo.png,,,2026-04-13T20:06:39+00:00
orange,Mana Group Security and Training,,,714-925-2448,https://www.managrouptrainingsolutions.com,inquiry_only,Huntington Beach,CA,,,,,,,,"The Mana Group offers security, firearm, and tactical medical training for professionals and civilians in Orange County, California. With over two decades of professional experience in private security and emergency medical services, they provide training designed to elevate skillset and confidence in real-time applications. They offer CCW training along with specialized courses like defensive shotgun and tactical emergency casualty care.",success,low,Website shows CCW training exists but no pricing information found. Has contact info and upcoming sessions listed but no booking capability or specific course details/costs.,orange/managrouptrainingsolutions-com/logo.jpg,,orange/managrouptrainingsolutions-com/training_1.png|orange/managrouptrainingsolutions-com/training_2.png|orange/managrouptrainingsolutions-com/training_3.webp,2026-04-13T20:06:39+00:00
orange,Self-Defense Firearms Training,,,714-893-8676,https://www.firearmtraining.com,,Huntington Beach,CA,,,,,,,,,failed,,,,,,2026-04-13T20:06:39+00:00
orange,Shootsafe Academy,,,714-625-1507,https://www.shootsafeacademy.com,inquiry_only,Huntington Beach,CA,,,,,,,,"Shootsafe Academy has been providing professional firearms instruction to Orange County for over 13 years, recently expanding services to Riverside, Los Angeles, and San Diego counties. They specialize in small class sizes for personalized attention and offer 16-hour Basic CCW courses, 8-hour renewal courses, and AZ/UT non-resident certification that allows carry in over 38 states through reciprocity agreements. The academy also provides BSIS Guard Card certification and Basic Pistol courses.",success,medium,"Clear vendor description and service offerings found, but no pricing information or specific address available. Only contact forms for inquiries, no direct booking.",orange/shootsafeacademy-com/logo.jpg,,,2026-04-13T20:06:39+00:00
orange,"Raptor Safe Consulting, Inc.",,,949-259-8221,https://www.raptor-safe.com,,Irvine,CA,,,,,,,,,success,,,,,,2026-04-13T20:06:39+00:00
orange,Coach K's Training,,,714-724-8705,https://www.coachkstraining.com,unclear,La Habra,CA,,,,,,,,"Coach K's Training is a Southern California-based training company located in Orange County that offers comprehensive courses in urban and wilderness survival, firearm safety, self defense, medical training including Basic Life Support, and specialized S.P.O.T training. They focus on hands-on instruction that goes beyond basic steps to provide in-depth understanding of when, why, and how to apply various skills in real-world situations.",success,low,"Website provides general course categories including firearm instruction but no specific CCW pricing, no booking system visible, and no specific address beyond Orange County location",orange/coachkstraining-com/logo.png,,orange/coachkstraining-com/training_2.jpg|orange/coachkstraining-com/training_3.jpg,2026-04-13T20:06:39+00:00
orange,Civilian Arms Training Source,,,714-719-3775,https://www.civilianarmstraining.com,unclear,La Palma,CA,,,,,,,,"Civilian Arms Training Source offers advanced tactical firearms training based on Center Axis Training Systems (CATS), a modern gunfighting method evolved from Paul Castle's original Center Axis Relock system. Their instructors were personally trained and certified by Paul Castle before his passing in 2011, carrying forward his legacy with refined techniques for today's tactical realities. The training focuses on 360-degree control, weapon retention, tactical movement, and adaptability across pistol, rifle, and shotgun applications.",success,low,"Website provides detailed training philosophy and methodology but lacks specific course pricing, scheduling information, CCW permit details, or clear booking process. No mention of standard CCW courses like 16hr initial or 8hr renewal.",,,,2026-04-13T20:06:39+00:00
orange,Application Tactical,,,949-441-2842,https://www.applicationtactical.com,direct_booking,Laguna Hills,CA,,,,285,225,,,"Application Tactical offers Orange County Sheriff's Department approved CCW courses in Laguna Hills. They provide 16-hour initial CCW training and 8-hour renewal courses with range fees included in pricing. The company also offers multi-state permits for Arizona, Florida, and Utah that can be bundled with their standard training courses.",success,medium,"Clear pricing for full courses and booking capability evident, but no specific address or individual day pricing found. Multi-state permit bundling mentioned but not clear if this relates to adding guns to permit.",,,,2026-04-13T20:06:39+00:00
orange,On-Target Indoor Shooting Range,,,949-348-0352,https://www.ontargetrange.com,direct_booking,Laguna Niguel,CA,,,,,,,,"On Target Indoor Shooting Range is Orange County's premier indoor shooting range located in Laguna Niguel. They offer firearm training classes designed for real-world scenarios, with highly trained and certified instructors providing education for all skill levels from first-time shooters to experienced gun owners. The facility features over 40 rental guns, firearm sales and transfers, and specializes in building confidence through their 'Educate・Train・Repeat' approach.",success,low,"Website has booking capability ('Sign up for a Class' buttons) and good vendor description, but no specific CCW course pricing or detailed course information found. No address details provided despite location being specified.",,,orange/ontargetrange-com/training_2.jpg|orange/ontargetrange-com/training_3.jpg,2026-04-13T20:06:39+00:00
orange,Artemis Defense Institute,,,949-305-6586,https://adi.artemishq.com,unclear,Lake Forest,CA,"11 Spectrum Pointe Drive, Lake Forest, CA 92630",,,,,,,"Artemis Defense Institute (ADI) is Orange County & Los Angeles County's premiere CCW training facility offering a unique blend of live-fire training with state-of-the-art indoor video simulations and virtual reality. Their comprehensive curriculum goes beyond shooting fundamentals to train tactical skills and situational awareness, taught by highly qualified staff from law enforcement, military, and civilian backgrounds. Co-owned by use-of-force attorney Steven Lieberman and education specialist Sandy Lieberman, ADI focuses on teaching responsible decision-making and defensive thinking.",success,low,"Found clear business description and address, but no pricing information or clear booking process details on the pages provided. Website mentions courses and registration but specific pricing and booking details not visible.",orange/adi-artemishq-com/logo.png,,orange/adi-artemishq-com/training_1.png,2026-04-13T20:06:39+00:00
orange,Not Today Self Defense,,,562-666-9988,https://www.nottodaydefense.com,inquiry_only,Mission Viejo,CA,,,,,,,,"Not Today Self Defense & Firearms Training is led by Tom Durell, a California Department of Justice P.O.S.T. Certified Firearms Instructor with certifications from the NRA, USCCA, and American Red Cross. The company offers comprehensive firearms training from basic pistol fundamentals to CCW training, along with self-defense education including Krav Maga. They provide Orange County Sheriff's CCW permit training and also offer Arizona Non-Resident CCW add-on courses to expand reciprocity to additional states.",success,low,No pricing information found. Only basic contact method is 'CALL TO REQUEST'. Address not provided beyond Mission Viejo location. Website focuses on philosophy and general course descriptions but lacks specific pricing or booking details.,orange/nottodaydefense-com/logo.png,,orange/nottodaydefense-com/training_1.png,2026-04-13T20:06:39+00:00
orange,Ten-8 Tactical Firearms Training,,,800-741-1350,https://www.10-8tac.com,direct_booking,Newport Beach,CA,"Costa Mesa, California",,,200,140,,,"Ten-8 Tactical Firearms Training specializes in online CCW training for Orange County and Riverside County residents and non-residents. They are CA P.O.S.T. certified firearms instructors and DOJ certified CCW instructors, offering 24/7 online courses with live-fire qualifications at partner ranges. The company also provides private concierge training services at students' preferred locations with flexible scheduling.",success,high,Clear pricing structure and booking capability found. Physical classroom mentioned in Costa Mesa but no street address provided. Comprehensive vendor description available from website content.,,orange/10-8tac-com/instructor_1.jpg|orange/10-8tac-com/instructor_2.jpg|orange/10-8tac-com/instructor_3.jpg,,2026-04-13T20:06:39+00:00
orange,AllSafe Defense Systems,,,714-744-4485,https://www.allsafedefense.com,direct_booking,Orange,CA,,,,300,100,,,"AllSafe Defense Systems is an Orange County-based firearms training company offering NRA-certified courses and advanced tactical training. They specialize in the NRA Personal Protection Outside the Home course, which is approved by the Orange County Sheriff for CCW permit requirements. The company provides comprehensive defensive shooting instruction including low-light training, moving while shooting, and advanced handgun tactics, with courses available in Spanish.",success,medium,"Clear pricing found for full 16hr CCW course ($300) and renewal ($100). Has 'Book Online Now!' button suggesting direct booking capability. However, no specific address found and conflicting pricing information ($200 vs $300 for CCW course in different sections). No day-by-day pricing breakdown available.",,,orange/allsafedefense-com/training_1.png|orange/allsafedefense-com/training_2.png|orange/allsafedefense-com/training_3.jpg,2026-04-13T20:06:39+00:00
orange,Comfort Zone Assurance,,,760-500-4127,https://www.comfortzoneassurance.com,inquiry_only,Orange,CA,"1026 N Tustin St, Orange, CA 92867",,,,,,,"Comfort Zone Assurance is a firearms training company in Orange, CA that focuses on certifying, consulting, providing and training with years of hands-on experience. They offer California DOJ CCW initial 16-hour courses (split into Day 1 and Day 2), CCW renewals, and BSIS exposed firearms qualifications. The company emphasizes practical, realistic training techniques and strives to give clients the knowledge and skills to be self-sufficient in crisis situations.",success,low,No pricing information found on website. Booking appears to be inquiry-only based on contact information provided. Course offerings are clear but no cost details available.,,,,2026-04-13T20:06:39+00:00
orange,Evans Gun World,,,714-283-5248,https://evansgunworld.com,inquiry_only,Orange,CA,"1637 N Brian St. Orange, CA 92867",,,,,,,"Evan's Gun World is a well-established shooting range and firearms retailer that has been serving the Orange County community since 1995. Known for their friendly and safe environment, they cater to a diverse clientele including beginners, experienced shooters, and law enforcement professionals. They offer various training classes including Basic Handgun, Women's Basic Handgun, Holster Draw, and Red Dot courses, along with two shooting ranges - a public range and a tactical range for members and law enforcement.",success,low,No CCW permit training or pricing information found. Website shows general shooting classes but no specific concealed carry permit courses or related pricing. Has signup links but no direct booking or pricing visible.,orange/evansgunworld-com/logo.png,,,2026-04-13T20:06:39+00:00
orange,"Forza Defense Training, LLC",,,714-406-2828,https://www.forzadefense.com,inquiry_only,Orange,CA,,,,,,,,"Forza Defense Training, LLC is Orange County's premier concealed weapon training company, led by CEO and founder Gina who operates the business from a passion for competitive shooting rather than traditional law enforcement or military background. Their NRA and USCCA-trained instructors provide CCW certification courses approved by the Orange County and San Diego Sheriff's Departments. The company emphasizes creating a family-like environment where safety comes first, followed by having fun while building students' skills and confidence.",success,low,"Website has clear vendor description and booking capability, but no pricing information found for any courses including CCW certification classes. Multiple course schedules shown but no prices listed. No specific address found beyond Orange, CA location.",,orange/forzadefense-com/instructor_1.jpg,orange/forzadefense-com/training_1.jpg|orange/forzadefense-com/training_2.jpeg|orange/forzadefense-com/training_3.jpeg,2026-04-13T20:06:39+00:00
orange,OC Online Gun Certificate,,,714-944-3036,https://oconlineguncert.com,direct_booking,Orange,CA,,,,,,,,"OC Online Gun Certificate provides state-approved online CCW training for Orange County, California and out-of-state residents. Established in 2014, they offer a hybrid learning model combining online classroom instruction with in-person testing at Iron Mike's facility. The company specializes in both new CCW permits and renewals with flexible online learning that allows students to complete coursework at their own pace.",success,medium,"Clear booking capability and good vendor description available, but no pricing information found on the website content provided. Physical address not specified beyond Orange County location.",,,,2026-04-13T20:06:39+00:00
orange,"Archer Firearms Training, LLC",,,657-258-4443,https://www.archerfirearmstraining.com,direct_booking,Placentia,CA,,,,,,,,"Archer Firearms Training is an Orange County CCW instructor offering comprehensive firearms training including NRA-certified courses, CCW qualification training, and personal protection instruction. Rick Archer is a CA DOJ Certified CCW Instructor, NAAGA Training Counselor, and NRA certified instructor who provides both group and one-on-one training sessions. The company focuses on promoting safe firearms use, home defense, and personal safety through professional instruction and comprehensive training programs.",success,low,"Found good description and booking capability, but no pricing information available on the website despite multiple course listings",orange/archerfirearmstraining-com/logo.png,,orange/archerfirearmstraining-com/training_1.jpg|orange/archerfirearmstraining-com/training_2.jpg|orange/archerfirearmstraining-com/training_3.jpg,2026-04-13T20:06:39+00:00
orange,San Clemente Firearms Training,,,949-690-7109,https://www.sanclementefirearmstraining.com,inquiry_only,San Clemente,CA,"2377 S. El Camino Real, Suite 102, San Clemente, CA 92672",,,450,250,,125,"San Clemente Firearms Training LLC is an Orange County and San Diego County Sheriff Department's approved CCW training provider located in San Clemente. They offer initial and renewal CCW courses, multi-state CCW training for Arizona, Florida, and Utah, and private lessons starting at $125 per hour. The company provides both group and private CCW courses tailored to individual needs.",success,high,"Clear pricing found for initial CCW ($450), renewal ($250), and license amendments ($125). Contact form suggests inquiry-only booking. Complete address provided.",,,,2026-04-13T20:06:39+00:00
orange,Darells Shooting Sports,,,949-599-4148,https://www.darellsshootingsports.com,,San Juan Capistrano,CA,,,,,,,,,failed,,,,,,2026-04-13T20:06:39+00:00
orange,CCW Permit Instruction,,,949-769-9099,https://www.ccwpermitinstruction.com,,Santa Ana,CA,,,,,,,,,failed,,,,,,2026-04-13T20:06:39+00:00
orange,Firearms Training Associates,,,714-701-9918,https://www.ftatv.com,inquiry_only,Yorba Linda,CA,"14995 River Road, Corona, CA 92880",,,,,,,"Firearms Training Associates is a Southern California firearms training company that provides instruction for all experience levels in a friendly, relaxed environment emphasizing safety and weapons mastery. Their team of instructors comprises experts from law enforcement, military, government agencies, and competition backgrounds. They teach over 10,000 students annually and offer courses ranging from basic handgun training to advanced tactical and precision rifle instruction.",success,low,No CCW-specific pricing found despite CCW being listed as a course category. Only general handgun courses with pricing visible. Booking appears to require clicking for schedule/inquiry rather than direct booking.,orange/ftatv-com/logo.jpg,,orange/ftatv-com/training_1.jpg|orange/ftatv-com/training_2.png|orange/ftatv-com/training_3.jpg,2026-04-13T20:06:39+00:00
